"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7187","TC001_Login_Logout","chromium","2026-06-09","passed","2026-06-09","","LoginLogout.spec.ts","",""
